NombrePais,Total_Pais_Mes,Categoria,Total_Categoria_Mes,Clase,Litros 40 % Alc. Vol,AñoArchivo,Mes
HONG KONG,2356.65,TEQUILA 100% DE AGAVE,1886.4,REPOSADO,1220.4,2017,1
EL SALVADOR,17737.5,TEQUILA 100% DE AGAVE,14382.0,AÑEJO,64.13,2016,6
CHILE,34402.49,TEQUILA,34402.49,REPOSADO,9530.99,2006,2
SUDAFRICA,17995.51,TEQUILA,17995.51,JOVEN,290.25,1998,4
QATAR,15012.0,TEQUILA 100% DE AGAVE,756.0,AÑEJO,756.0,2021,12
CHINA,49603.13,TEQUILA 100% DE AGAVE,25656.56,JOVEN,10260.0,2013,11
ESTADOS UNIDOS DE AMERICA,12180819.66,TEQUILA,7275062.97,REPOSADO,17223.0,2011,3
COREA DEL SUR,33457.74,TEQUILA,31005.24,REPOSADO,26692.44,2007,12
EMIRATOS ARABES UNIDOS,19104.96,TEQUILA,17880.96,BLANCO,3816.0,2013,1
AZERBAIJAN ,10096.74,TEQUILA 100% DE AGAVE,1215.0,AÑEJO,405.0,2012,4
TURQUIA,44742.03,TEQUILA 100% DE AGAVE,1404.48,REPOSADO,351.12,2019,12
BELGICA,75666.25,TEQUILA 100% DE AGAVE,5407.22,BLANCO,1.97,2024,10
ESPAÑA,246194.77,TEQUILA,226332.73,JOVEN,70643.67,2017,3
PUERTO RICO,39370.5,TEQUILA 100% DE AGAVE,17770.5,BLANCO,11862.0,2018,8
EL SALVADOR,63517.52,TEQUILA 100% DE AGAVE,19508.27,BLANCO,5430.0,2021,9
JAMAICA,21326.37,TEQUILA,19373.58,BLANCO,7452.03,2024,11
EMIRATOS ARABES UNIDOS,46080.69,TEQUILA 100% DE AGAVE,14481.09,BLANCO,11282.79,2016,10
PANAMA,83723.25,TEQUILA,68740.65,BLANCO,20273.85,2015,11
REPUBLICA CHECA,12254.84,TEQUILA,11730.59,REPOSADO,8043.83,2005,5
PANAMA,84199.11,TEQUILA,54891.0,JOVEN,6190.2,2023,5
BELGICA,61016.43,TEQUILA,56859.63,BLANCO,51970.83,2024,11
CHIPRE,4689.0,TEQUILA 100% DE AGAVE,4689.0,AÑEJO,4264.5,2018,8
EMIRATOS ARABES UNIDOS,31134.48,TEQUILA 100% DE AGAVE,9630.0,BLANCO,5274.0,2011,3
BRASIL,167477.4,TEQUILA,167306.4,BLANCO,47196.0,2014,4
CHIPRE,6870.78,TEQUILA,6511.68,BLANCO,2872.8,2015,10
GUATEMALA,8608.64,TEQUILA 100% DE AGAVE,1490.54,REPOSADO,356.54,2011,12
IRAK,7870.5,TEQUILA 100% DE AGAVE,2137.5,BLANCO,1215.0,2024,11
COSTA RICA,39243.33,TEQUILA,24334.2,REPOSADO,9891.68,2022,9
GRECIA,122859.78,TEQUILA 100% DE AGAVE,84470.28,REPOSADO,28872.23,2022,8
CHINA,23191.81,TEQUILA,17559.31,REPOSADO,4702.5,2010,10
ISRAEL,9348.0,TEQUILA,9348.0,BLANCO,1197.0,2018,1
TAIWAN,24645.0,TEQUILA,15165.0,JOVEN,4968.0,2016,5
ECUADOR,40042.49,TEQUILA 100% DE AGAVE,1258.87,REPOSADO,332.77,2024,4
BAHAMAS,11451.6,TEQUILA 100% DE AGAVE,2781.0,AÑEJO,432.0,2008,9
TAIWAN,19861.35,TEQUILA 100% DE AGAVE,16167.75,REPOSADO,5184.0,2022,5
JAPON,32701.2,TEQUILA,29704.18,JOVEN,4.18,2025,2
SUDAFRICA,48374.99,TEQUILA,48374.99,REPOSADO,42570.0,2004,9
SUDAFRICA,121576.05,TEQUILA,121576.05,BLANCO,15480.0,2012,1
PARAGUAY,18810.0,TEQUILA,18810.0,REPOSADO,9405.0,2005,12
GRECIA,185988.72,TEQUILA 100% DE AGAVE,4012.8,AÑEJO,399.0,2008,3
INDONESIA,2656.13,TEQUILA 100% DE AGAVE,2656.13,BLANCO,337.5,2023,2
RUSIA,38385.99,TEQUILA 100% DE AGAVE,17635.94,REPOSADO,3200.64,2011,6
ALEMANIA,697403.67,TEQUILA 100% DE AGAVE,43966.56,EXTRA AÑEJO,0.71,2018,2
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,124018.02,TEQUILA 100% DE AGAVE,120141.07,AÑEJO,2311.5,2022,2
MEXICO,93262.97,TEQUILA,2731.35,REPOSADO,1750.35,2017,5
GUATEMALA,25511.61,TEQUILA 100% DE AGAVE,14800.48,REPOSADO,8115.28,2023,11
CHILE,51757.5,TEQUILA 100% DE AGAVE,5917.5,BLANCO,3352.5,2015,12
MEXICO,56954.45,TEQUILA,7106.9,JOVEN,1214.55,2009,12
COLOMBIA,126189.47,TEQUILA 100% DE AGAVE,54803.65,BLANCO,11063.37,2017,9
SERBIA,10725.12,TEQUILA,10725.12,REPOSADO,8426.88,2018,9
SINGAPUR,67443.84,TEQUILA 100% DE AGAVE,23904.0,EXTRA AÑEJO,72.0,2012,8
PANAMA,74303.76,TEQUILA,47574.0,JOVEN,1589.4,2010,2
ARUBA,6476.4,TEQUILA 100% DE AGAVE,2646.0,AÑEJO,2646.0,2009,10
CHILE,90766.2,TEQUILA,89371.2,BLANCO,78048.0,2018,12
PAISES BAJOS,5149.52,TEQUILA 100% DE AGAVE,5149.52,EXTRA AÑEJO,9.0,2013,4
EL SALVADOR,12652.52,TEQUILA,12648.76,REPOSADO,9652.5,2002,2
REPUBLICA CHECA,9742.44,TEQUILA 100% DE AGAVE,1021.44,REPOSADO,510.72,2017,8
REPUBLICA CHECA,294.0,TEQUILA 100% DE AGAVE,294.0,BLANCO,294.0,2023,2
PANAMA,13133.24,TEQUILA 100% DE AGAVE,6686.24,REPOSADO,3768.0,1999,11
TURQUIA,50842.5,TEQUILA 100% DE AGAVE,5556.0,BLANCO,2970.0,2010,5
SUECIA,6829.2,TEQUILA 100% DE AGAVE,6829.2,BLANCO,1675.8,2024,12
RUSIA,11592.0,TEQUILA,11592.0,REPOSADO,4176.0,2023,2
BRASIL,13739.54,TEQUILA,12654.0,JOVEN,5608.8,2008,3
PAISES BAJOS,46191.83,TEQUILA 100% DE AGAVE,8049.83,REPOSADO,6546.45,2007,2
RUSIA,9743.58,TEQUILA 100% DE AGAVE,2257.2,BLANCO,1128.6,2021,4
HONG KONG,14863.5,TEQUILA,12800.25,BLANCO,10791.0,2016,11
BOLIVIA,9439.2,TEQUILA,9439.2,REPOSADO,9439.2,2010,4
JAPON,87218.25,TEQUILA 100% DE AGAVE,2406.75,REPOSADO,739.25,2010,4
COLOMBIA,64250.44,TEQUILA,31578.75,BLANCO,4226.25,2015,6
ESPAÑA,244667.53,TEQUILA,243875.17,JOVEN,108116.01,2008,2
PANAMA,53725.43,TEQUILA 100% DE AGAVE,34195.43,AÑEJO,14494.65,2022,4
COLOMBIA,43942.05,TEQUILA 100% DE AGAVE,37844.85,REPOSADO,20157.36,2016,12
HONG KONG,54427.05,TEQUILA 100% DE AGAVE,9125.55,REPOSADO,2975.85,2010,1
ISLAS VIRGENES NORTEAMERICANAS,8171.03,TEQUILA,3024.0,BLANCO,1512.0,2021,7
MEXICO,62431.99,TEQUILA 100% DE AGAVE,59957.3,REPOSADO,27748.93,2012,8
HONDURAS,21398.89,TEQUILA 100% DE AGAVE,18130.09,AÑEJO,662.4,2020,2
SUDAFRICA,64087.2,TEQUILA,64087.2,REPOSADO,53406.0,2006,11
BELGICA,63469.67,TEQUILA,63460.67,BLANCO,63460.67,2015,2
ALEMANIA,722344.91,TEQUILA 100% DE AGAVE,125854.57,REPOSADO,28598.01,2023,7
BOLIVIA,13699.11,TEQUILA 100% DE AGAVE,49.5,AÑEJO,49.5,2006,8
DINAMARCA,4623.6,TEQUILA 100% DE AGAVE,4623.6,AÑEJO,193.2,2020,8
INDONESIA,24297.75,TEQUILA,21600.0,REPOSADO,21600.0,2022,3
ANTILLAS NEERLANDESAS,8174.7,TEQUILA 100% DE AGAVE,2976.3,EXTRA AÑEJO,96.75,2022,11
PAISES BAJOS,27825.45,TEQUILA,25266.0,AÑEJO,1800.0,2007,7
BIELORRUSIA,4729.86,TEQUILA,4101.72,JOVEN,2154.6,2023,3
SUECIA,14007.3,TEQUILA 100% DE AGAVE,5867.7,AÑEJO,167.58,2017,2
SUIZA,16800.0,TEQUILA,16800.0,REPOSADO,6720.01,2000,12
HONG KONG,6013.98,TEQUILA 100% DE AGAVE,1261.98,BLANCO,832.32,2019,10
COSTA RICA,15059.48,TEQUILA 100% DE AGAVE,4910.63,BLANCO,1458.75,2017,6
QATAR,5112.96,TEQUILA,4734.96,REPOSADO,1710.96,2013,6
PARAGUAY,28317.6,TEQUILA,28317.6,BLANCO,5942.25,2012,1
ALEMANIA,410292.85,TEQUILA,409051.9,BLANCO,234876.92,2006,4
JAPON,160357.65,TEQUILA,158930.11,BLANCO,52481.18,2015,2
ESTADOS UNIDOS DE AMERICA,30457345.16,TEQUILA 100% DE AGAVE,20691653.79,AÑEJO,1954603.96,2022,7
ISLAS VIRGENES NORTEAMERICANAS,1966.5,TEQUILA,1966.5,JOVEN,1368.0,2002,2
CANADA,70379.02,TEQUILA,64534.25,JOVEN,64534.25,1999,8
ESTADOS UNIDOS DE AMERICA,6033017.32,TEQUILA,5509765.8,BLANCO,1057916.41,2001,7
CHINA,83624.51,TEQUILA 100% DE AGAVE,2371.88,REPOSADO,934.29,2015,10
COLOMBIA,25776.08,TEQUILA 100% DE AGAVE,126.09,REPOSADO,49.91,1999,3
PUERTO RICO,36915.0,TEQUILA 100% DE AGAVE,18999.0,REPOSADO,4086.0,2023,8
COLOMBIA,315643.35,TEQUILA,150166.06,REPOSADO,96440.19,2022,4
UCRANIA,4335.0,TEQUILA,3900.0,JOVEN,1440.0,2010,1
ESPAÑA,456197.3,TEQUILA 100% DE AGAVE,7517.16,REPOSADO,2330.16,2012,6
NUEVA ZELANDIA,26511.46,TEQUILA,11344.66,JOVEN,2804.76,2020,8
GUATEMALA,11357.94,TEQUILA 100% DE AGAVE,1147.07,BLANCO,167.58,2009,6
GRECIA,8778.0,TEQUILA 100% DE AGAVE,8778.0,BLANCO,5586.0,2021,11
NUEVA ZELANDIA,21729.45,TEQUILA 100% DE AGAVE,5634.93,AÑEJO,21.0,2014,1
TURQUIA,31139.34,TEQUILA 100% DE AGAVE,25832.64,REPOSADO,3973.56,2023,10
CHILE,102367.2,TEQUILA,102367.2,BLANCO,67986.0,2014,4
POLONIA,14363.99,TEQUILA,14363.99,BLANCO,9576.0,2002,10
VENEZUELA,8775.0,TEQUILA,7110.0,BLANCO,3555.0,2013,4
JAPON,221205.15,TEQUILA 100% DE AGAVE,17071.65,BLANCO,5943.6,2016,4
PERU,20599.2,TEQUILA,19699.2,REPOSADO,14774.4,2013,4
GUATEMALA,8635.5,TEQUILA,7837.5,REPOSADO,3776.25,2001,1
GUAM EUA,6192.0,TEQUILA,4752.0,REPOSADO,4752.0,2007,5
REPUBLICA CHECA,10358.76,TEQUILA 100% DE AGAVE,202.5,BLANCO,67.5,2007,10
PANAMA,79117.61,TEQUILA 100% DE AGAVE,7074.36,EXTRA AÑEJO,225.0,2010,6
ALEMANIA,796.5,TEQUILA 100% DE AGAVE,796.5,BLANCO,193.5,2003,5
ITALIA,95394.73,TEQUILA 100% DE AGAVE,17560.2,BLANCO,7064.4,2011,1
CANADA,581715.29,TEQUILA 100% DE AGAVE,519909.26,AÑEJO,43735.55,2022,5
LIBANO,8818.11,TEQUILA,8813.91,BLANCO,3447.36,2014,1
COSTA RICA,5130.0,TEQUILA,5130.0,JOVEN,2992.5,2009,5
CHILE,64199.7,TEQUILA,50582.7,JOVEN,13603.5,2011,2
NUEVA ZELANDIA,48714.24,TEQUILA,38509.92,REPOSADO,8809.92,2019,7
SUDAFRICA,98774.33,TEQUILA,44849.1,REPOSADO,8694.0,2023,9
LITUANIA,5386.5,TEQUILA 100% DE AGAVE,5386.5,REPOSADO,1795.5,2007,9
GUATEMALA,27758.85,TEQUILA 100% DE AGAVE,15610.35,AÑEJO,1359.0,2022,1
SUDAFRICA,58986.9,TEQUILA 100% DE AGAVE,25489.8,REPOSADO,9054.0,2020,1
NICARAGUA,12820.5,TEQUILA,8208.0,BLANCO,3693.6,2012,11
ESPAÑA,221164.27,TEQUILA 100% DE AGAVE,27114.17,REPOSADO,13456.05,2016,3
JAPON,58718.89,TEQUILA 100% DE AGAVE,943.0,REPOSADO,921.99,2002,6
TRINIDAD Y TOBAGO,8517.6,TEQUILA,7797.6,BLANCO,410.4,2010,2
JAPON,116480.8,TEQUILA 100% DE AGAVE,91.43,BLANCO,8.78,2007,3
URUGUAY,6156.0,TEQUILA,5985.0,BLANCO,4275.0,1998,12
NORUEGA,4740.11,TEQUILA,4740.11,JOVEN,861.84,2004,7
VIETNAM,16892.64,TEQUILA 100% DE AGAVE,1340.64,BLANCO,670.32,2020,2
REPUBLICA DOMINICANA,12697.05,TEQUILA,9028.8,BLANCO,3283.2,2015,4
COLOMBIA,9125.7,TEQUILA 100% DE AGAVE,9125.7,BLANCO,1167.08,2013,3
ESPAÑA,244416.28,TEQUILA 100% DE AGAVE,19532.03,AÑEJO,37.8,2016,1
PARAGUAY,25985.49,TEQUILA,25985.49,BLANCO,23739.42,1997,2
EMIRATOS ARABES UNIDOS,69588.24,TEQUILA,62748.24,BLANCO,19680.72,2012,7
GRECIA,185988.72,TEQUILA 100% DE AGAVE,4012.8,REPOSADO,2815.8,2008,3
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,72144.76,TEQUILA 100% DE AGAVE,62081.27,BLANCO,38463.78,2015,3
FRANCIA,427242.91,TEQUILA,427242.91,AÑEJO,427.5,2004,11
MEXICO,686652.78,TEQUILA,624444.0,BLANCO,611383.5,2006,3
JAPON,104291.1,TEQUILA 100% DE AGAVE,2568.6,BLANCO,22.5,2011,3
VIETNAM,9936.0,TEQUILA,9936.0,BLANCO,4320.0,2018,9
BELICE,8067.0,TEQUILA 100% DE AGAVE,1137.0,REPOSADO,957.0,2004,12
ALEMANIA,487283.61,TEQUILA 100% DE AGAVE,1524.23,AÑEJO,167.41,1998,10
COSTA RICA,10071.3,TEQUILA 100% DE AGAVE,5771.55,REPOSADO,3461.25,2019,2
PAISES BAJOS,40721.27,TEQUILA,31349.27,BLANCO,31349.27,2008,9
SUECIA,9272.76,TEQUILA,8937.6,BLANCO,4628.4,2011,5
GRECIA,157517.79,TEQUILA,124141.44,REPOSADO,43535.46,2022,11
URUGUAY,7509.29,TEQUILA,4514.4,BLANCO,4514.4,2018,9
RUSIA,120295.35,TEQUILA,109608.9,REPOSADO,3934.8,2010,11
JAPON,72179.0,TEQUILA,72007.5,BLANCO,41880.0,1999,3
VENEZUELA,9567.0,TEQUILA 100% DE AGAVE,1386.0,REPOSADO,693.0,2022,10
PAISES BAJOS,44747.88,TEQUILA,31349.03,BLANCO,31349.03,2016,8
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,148751.97,TEQUILA,130081.32,JOVEN,11053.13,2007,5
SUDAFRICA,10504.8,TEQUILA,10414.8,AÑEJO,2520.0,2013,6
URUGUAY,4752.0,TEQUILA,4752.0,BLANCO,4752.0,2000,1
FRANCIA,244200.66,TEQUILA,236340.92,BLANCO,220995.32,2011,3
FINLANDIA,475.44,TEQUILA 100% DE AGAVE,475.44,REPOSADO,114.66,2021,7
EL SALVADOR,12520.72,TEQUILA,11655.6,JOVEN,114.0,2020,6
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,32627.98,TEQUILA 100% DE AGAVE,12167.26,AÑEJO,1638.0,2009,5
AUSTRALIA,185193.05,TEQUILA,34968.6,BLANCO,17632.8,2021,2
SUDAFRICA,113520.38,TEQUILA 100% DE AGAVE,41083.2,EXTRA AÑEJO,63.0,2020,3
ALEMANIA,186399.87,TEQUILA 100% DE AGAVE,47207.7,BLANCO,41676.66,2015,4
PORTUGAL,52445.25,TEQUILA,52445.25,BLANCO,41045.26,2006,5
FRANCIA,111578.07,TEQUILA 100% DE AGAVE,336.0,BLANCO,336.0,2009,1
CANADA,333256.28,TEQUILA 100% DE AGAVE,295359.68,BLANCO,153991.5,2021,6
COSTA RICA,18742.73,TEQUILA,6381.6,BLANCO,120.0,2016,11
AUSTRALIA,34572.69,TEQUILA 100% DE AGAVE,14800.29,REPOSADO,3030.06,2008,9
POLONIA,16758.0,TEQUILA 100% DE AGAVE,9576.0,REPOSADO,798.0,2017,10
AUSTRALIA,86396.29,TEQUILA 100% DE AGAVE,35404.09,AÑEJO,1757.37,2014,3
TAIWAN,11691.56,TEQUILA 100% DE AGAVE,981.56,AÑEJO,59.06,2024,4
ALEMANIA,492485.37,TEQUILA 100% DE AGAVE,16984.68,BLANCO,6658.2,2016,6
EMIRATOS ARABES UNIDOS,80681.97,TEQUILA 100% DE AGAVE,1190.25,AÑEJO,378.0,2014,2
COSTA RICA,12996.38,TEQUILA,12847.88,BLANCO,4833.75,2007,6
FILIPINAS,308.81,TEQUILA 100% DE AGAVE,308.81,BLANCO,38.4,2017,5
VENEZUELA,9900.0,TEQUILA,9900.0,JOVEN,3752.99,2001,9
AUSTRALIA,142350.16,TEQUILA,27683.2,BLANCO,27448.6,2021,11
GUAM EUA,13661.13,TEQUILA 100% DE AGAVE,2645.13,EXTRA AÑEJO,56.25,2020,4
FRANCIA,38611.03,TEQUILA 100% DE AGAVE,4659.05,AÑEJO,1095.2,2003,7
CHINA,106731.8,TEQUILA,94517.48,REPOSADO,13723.05,2021,12
REPUBLICA DOMINICANA,74983.53,TEQUILA 100% DE AGAVE,40854.3,JOVEN,912.0,2023,3
SUDAFRICA,65449.62,TEQUILA,65449.62,BLANCO,65449.62,1997,8
NORUEGA,7182.0,TEQUILA,7182.0,REPOSADO,5745.6,2011,11
ALEMANIA,315740.53,TEQUILA 100% DE AGAVE,1833.23,AÑEJO,730.68,2009,3
MALASIA,11940.75,TEQUILA,11232.0,BLANCO,2592.0,2018,11
BOLIVIA,1800.01,TEQUILA,1800.01,BLANCO,900.01,2000,4
ALEMANIA,568663.64,TEQUILA,520374.32,JOVEN,64631.94,2012,6
PERU,28507.5,TEQUILA,28026.0,REPOSADO,22572.0,2017,3
BELGICA,27342.56,TEQUILA,26672.96,AÑEJO,912.0,2006,4
BOLIVIA,2025.0,TEQUILA 100% DE AGAVE,225.0,AÑEJO,45.0,2007,12
JAPON,44378.88,TEQUILA 100% DE AGAVE,30482.88,BLANCO,2444.28,2021,9
ESTADOS UNIDOS DE AMERICA,5819205.22,TEQUILA,4990450.92,REPOSADO,51209.27,2025,2
ISLAS VIRGENES NORTEAMERICANAS,3735.0,TEQUILA,2520.0,BLANCO,504.0,2014,11
CROACIA,9192.96,TEQUILA,9192.96,REPOSADO,2298.24,2015,11
NUEVA ZELANDIA,19572.25,TEQUILA 100% DE AGAVE,5948.4,AÑEJO,1902.3,2016,5
JAPON,144385.7,TEQUILA,52297.88,BLANCO,7850.27,2023,2
IRAK,2376.0,TEQUILA 100% DE AGAVE,2376.0,REPOSADO,792.0,2016,6
JAPON,228644.37,TEQUILA,209190.15,JOVEN,12312.0,2016,5
PUERTO RICO,12312.75,TEQUILA 100% DE AGAVE,12312.75,EXTRA AÑEJO,12.0,2022,5
COREA DEL SUR,17762.55,TEQUILA,15458.55,BLANCO,6710.55,2024,7
SUDAFRICA,132822.9,TEQUILA,109310.4,AÑEJO,6552.0,2021,3
GRECIA,64482.69,TEQUILA,53529.84,JOVEN,4213.44,2010,2
AUSTRALIA,104366.34,TEQUILA,23802.07,REPOSADO,18114.6,2018,10
TURQUIA,17429.89,TEQUILA,12668.77,BLANCO,10710.0,2021,1
MALASIA,378.5,TEQUILA 100% DE AGAVE,378.5,BLANCO,261.0,2016,5
PANAMA,162135.37,TEQUILA 100% DE AGAVE,28232.17,BLANCO,2324.25,2010,11
ESTADOS UNIDOS DE AMERICA,9827411.17,TEQUILA,4223621.17,BLANCO,1573400.77,2014,10
ESTONIA,7997.95,TEQUILA,7948.08,REPOSADO,4213.44,2015,5
CANADA,143006.66,TEQUILA,49501.79,JOVEN,15424.2,2019,1
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,247724.08,TEQUILA 100% DE AGAVE,185224.72,EXTRA AÑEJO,638.4,2023,8
PAISES BAJOS,61698.39,TEQUILA 100% DE AGAVE,18214.86,BLANCO,9834.66,2020,8
SUDAFRICA,114838.57,TEQUILA 100% DE AGAVE,72063.62,AÑEJO,1764.0,2022,6
FRANCIA,224031.77,TEQUILA 100% DE AGAVE,454.86,REPOSADO,135.66,2010,3
COSTA RICA,25074.0,TEQUILA,21392.25,BLANCO,8470.5,2010,5
POLONIA,19893.04,TEQUILA,7182.0,REPOSADO,2154.6,2016,7
FRANCIA,40538.41,TEQUILA,40538.41,BLANCO,40538.41,1999,1
COSTA RICA,9264.01,TEQUILA 100% DE AGAVE,304.73,REPOSADO,131.63,2025,2
CHILE,28157.97,TEQUILA,28078.17,BLANCO,15682.19,2006,10
COSTA RICA,18742.73,TEQUILA 100% DE AGAVE,12361.13,AÑEJO,484.88,2016,11
PERU,1181.25,TEQUILA,1181.25,REPOSADO,1181.25,2004,8
AUSTRALIA,86136.74,TEQUILA 100% DE AGAVE,7527.18,REPOSADO,2092.98,2007,6
ESTONIA,12196.59,TEQUILA 100% DE AGAVE,2740.29,BLANCO,1399.44,2022,12
SUECIA,8644.34,TEQUILA,8259.3,REPOSADO,5386.5,2009,3
UCRANIA,11029.5,TEQUILA 100% DE AGAVE,11029.5,AÑEJO,256.5,2020,8
ARGENTINA,7911.01,TEQUILA,7740.01,BLANCO,3870.01,1998,11
BRASIL,65775.0,TEQUILA 100% DE AGAVE,51375.0,BLANCO,19837.5,2013,6
CANADA,96697.54,TEQUILA 100% DE AGAVE,13.49,BLANCO,4.5,1998,10
PUERTO RICO,22896.0,TEQUILA,12096.0,BLANCO,2160.0,2013,5
MEXICO,125525.79,TEQUILA 100% DE AGAVE,124332.09,BLANCO,32769.86,2018,1
FRANCIA,58451.54,TEQUILA 100% DE AGAVE,31707.02,REPOSADO,31479.02,2003,2
SUECIA,4079.21,TEQUILA,1945.98,REPOSADO,489.63,2009,8
ESPAÑA,86543.72,TEQUILA,86543.72,BLANCO,42772.15,2004,5
JAPON,72483.06,TEQUILA,71957.25,AÑEJO,655.2,2007,9
ESTADOS UNIDOS DE AMERICA,10028476.04,TEQUILA 100% DE AGAVE,4843995.19,EXTRA AÑEJO,14982.25,2015,12
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,261232.44,TEQUILA,170692.2,BLANCO,44916.0,2016,9
ISRAEL,9.0,TEQUILA 100% DE AGAVE,9.0,AÑEJO,3.0,2024,4
REPUBLICA DOMINICANA,1008.0,TEQUILA,1008.0,BLANCO,1008.0,1999,4
ISLAS CAIMAN  ,10499.4,TEQUILA 100% DE AGAVE,513.0,AÑEJO,42.0,2012,9
ESPAÑA,468662.09,TEQUILA,468662.09,JOVEN,127787.86,2009,12
TURQUIA,88273.56,TEQUILA,83238.18,BLANCO,82823.22,2019,3
JAPON,15360.02,TEQUILA 100% DE AGAVE,828.01,AÑEJO,108.01,1998,12
EMIRATOS ARABES UNIDOS,20749.5,TEQUILA,20520.0,REPOSADO,12960.0,2008,2
CHILE,26639.97,TEQUILA,26639.97,JOVEN,4499.99,2005,10
NORUEGA,9236.22,TEQUILA 100% DE AGAVE,2126.04,BLANCO,705.6,2022,8
PORTUGAL,29067.29,TEQUILA,29067.29,BLANCO,29067.29,2009,9
ESTADOS UNIDOS DE AMERICA,8875070.12,TEQUILA,5451484.99,JOVEN,4253670.16,2008,9
TURQUIA,50773.05,TEQUILA,49895.25,JOVEN,13110.0,2011,11
ESPAÑA,490319.79,TEQUILA,487617.32,JOVEN,128934.1,2014,10
AUSTRIA,15590.82,TEQUILA 100% DE AGAVE,6455.82,AÑEJO,2166.57,2015,7
CHINA,64267.5,TEQUILA,39604.5,BLANCO,36817.2,2023,4
ISLAS VIRGENES NORTEAMERICANAS,8118.0,TEQUILA,7056.0,REPOSADO,5040.0,2013,6
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,114723.81,TEQUILA,78536.19,REPOSADO,59730.3,2008,9
ESPAÑA,194975.82,TEQUILA,187340.22,JOVEN,30396.75,2021,4
INDIA,28485.0,TEQUILA 100% DE AGAVE,10848.0,REPOSADO,2487.36,2024,1
COSTA RICA,30115.2,TEQUILA 100% DE AGAVE,4689.0,AÑEJO,567.0,2024,12
ESPAÑA,111313.71,TEQUILA,103365.63,REPOSADO,5027.4,2015,11
CHILE,51480.0,TEQUILA,50940.0,BLANCO,47520.0,2007,12
TURQUIA,26505.0,TEQUILA,26505.0,REPOSADO,4788.0,2007,8
RUSIA,61890.9,TEQUILA 100% DE AGAVE,8187.48,REPOSADO,2154.6,2023,5
ALEMANIA,314130.26,TEQUILA 100% DE AGAVE,209.99,REPOSADO,125.99,2002,11
BELGICA,63381.45,TEQUILA,63381.45,JOVEN,24038.27,2005,11
RUSIA,26454.45,TEQUILA 100% DE AGAVE,7032.0,BLANCO,2679.0,2021,5
REPUBLICA CHECA,4088.04,TEQUILA 100% DE AGAVE,845.88,AÑEJO,19.95,2009,2
NORUEGA,21031.29,TEQUILA,17105.13,REPOSADO,5374.53,2021,10
EL SALVADOR,26318.81,TEQUILA,19606.8,JOVEN,342.0,2023,5
RUSIA,120295.35,TEQUILA 100% DE AGAVE,10686.45,AÑEJO,1512.0,2010,11
TAIWAN,14535.0,TEQUILA 100% DE AGAVE,3735.0,BLANCO,1710.0,2014,7
NUEVA ZELANDIA,18282.18,TEQUILA,7972.02,REPOSADO,7972.02,2022,12
ESTADOS UNIDOS DE AMERICA,18841472.59,TEQUILA,8510243.41,JOVEN,4233424.73,2019,7
TAIWAN,9504.75,TEQUILA 100% DE AGAVE,0.75,EXTRA AÑEJO,0.75,2009,12
GEORGIA,9576.0,TEQUILA,9576.0,BLANCO,9006.0,2024,1
BERMUDAS,1284.6,TEQUILA 100% DE AGAVE,1284.6,REPOSADO,487.5,2004,3
VENEZUELA,4419.0,TEQUILA 100% DE AGAVE,4419.0,BLANCO,828.0,2023,1
EL SALVADOR,2772.0,TEQUILA,2772.0,REPOSADO,2772.0,2014,8
ISLAS VIRGENES NORTEAMERICANAS,7083.0,TEQUILA 100% DE AGAVE,7083.0,AÑEJO,2157.0,2022,12
GUATEMALA,4442.12,TEQUILA,2100.01,BLANCO,1179.01,2002,7
CHILE,28987.8,TEQUILA 100% DE AGAVE,8559.0,BLANCO,5445.0,2013,2
BOLIVIA,80969.11,TEQUILA 100% DE AGAVE,3579.61,REPOSADO,1554.61,2018,3
KAZAKHSTAN,5546.96,TEQUILA 100% DE AGAVE,5545.46,BLANCO,1854.0,2007,10
BULGARIA,65643.32,TEQUILA,65643.32,BLANCO,65643.32,2015,3
VENEZUELA,8775.0,TEQUILA 100% DE AGAVE,1665.0,AÑEJO,1125.0,2013,4
JAPON,107079.26,TEQUILA 100% DE AGAVE,51538.76,JOVEN,3.0,2023,12
HONG KONG,13502.29,TEQUILA 100% DE AGAVE,1524.26,AÑEJO,261.0,2023,10
BOLIVIA,35672.47,TEQUILA 100% DE AGAVE,332.77,REPOSADO,332.77,2012,8
REPUBLICA DOMINICANA,26957.7,TEQUILA 100% DE AGAVE,26957.7,AÑEJO,4161.0,2023,4
CROACIA,715.2,TEQUILA 100% DE AGAVE,715.2,AÑEJO,86.4,2018,5
PANAMA,25870.89,TEQUILA,11440.8,REPOSADO,5140.8,2008,5
FRANCIA,205885.39,TEQUILA 100% DE AGAVE,11858.16,EXTRA AÑEJO,167.58,2016,8
ITALIA,162318.83,TEQUILA,97993.76,BLANCO,66121.74,2020,12
