NombrePais,Total_Pais_Mes,Categoria,Total_Categoria_Mes,Clase,Litros 40 % Alc. Vol,AñoArchivo,Mes
MEXICO,462406.75,TEQUILA 100% DE AGAVE,21927.64,BLANCO,2582.16,2004,10
ESTADOS UNIDOS DE AMERICA,10116115.86,TEQUILA,4756042.57,BLANCO,1967308.17,2013,10
JAPON,67751.03,TEQUILA 100% DE AGAVE,4701.48,BLANCO,2197.53,2008,2
ESPAÑA,322417.68,TEQUILA 100% DE AGAVE,89117.5,BLANCO,44178.03,2023,9
NUEVA ZELANDIA,78243.41,TEQUILA 100% DE AGAVE,9363.13,BLANCO,6758.32,2024,2
EL SALVADOR,9774.05,TEQUILA 100% DE AGAVE,307.62,EXTRA AÑEJO,56.25,2009,6
CUBA,20852.88,TEQUILA 100% DE AGAVE,446.88,REPOSADO,446.88,2017,12
ESTADOS UNIDOS DE AMERICA,12180819.66,TEQUILA 100% DE AGAVE,4905756.69,AÑEJO,315717.32,2011,3
ESTADOS UNIDOS DE AMERICA,23087185.55,TEQUILA,7675243.04,JOVEN,3841413.12,2021,4
NORUEGA,15058.26,TEQUILA 100% DE AGAVE,2872.8,AÑEJO,2234.4,2021,12
BRASIL,8321.72,TEQUILA,7797.6,REPOSADO,3283.2,2008,12
ESTONIA,11015.82,TEQUILA 100% DE AGAVE,1005.48,REPOSADO,335.16,2021,6
JAMAICA,12600.0,TEQUILA 100% DE AGAVE,12600.0,REPOSADO,9450.0,2022,7
ESPAÑA,427771.6,TEQUILA,413751.23,JOVEN,127032.39,2011,7
COSTA RICA,14355.48,TEQUILA,12500.4,REPOSADO,9555.0,2009,3
ALEMANIA,519846.47,TEQUILA 100% DE AGAVE,46572.83,REPOSADO,10144.08,2017,11
ESTADOS UNIDOS DE AMERICA,5616252.88,TEQUILA 100% DE AGAVE,1037072.54,AÑEJO,68921.23,2004,8
SUDAFRICA,127138.11,TEQUILA,118495.8,BLANCO,36610.2,2017,1
BOLIVIA,16368.3,TEQUILA,15580.8,BLANCO,2052.0,2019,12
ARGENTINA,13908.37,TEQUILA,13475.25,JOVEN,8262.0,1997,2
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,570129.99,TEQUILA,158982.92,BLANCO,105809.15,2023,2
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,83294.54,TEQUILA 100% DE AGAVE,10.95,REPOSADO,10.95,1997,5
CHILE,68632.8,TEQUILA 100% DE AGAVE,36.14,REPOSADO,18.18,1997,8
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,102213.82,TEQUILA 100% DE AGAVE,59117.67,AÑEJO,5443.05,2017,6
CHILE,54710.0,TEQUILA,54710.0,AÑEJO,8100.0,1998,1
CANADA,342392.31,TEQUILA,62375.5,JOVEN,585.0,2021,4
TAIWAN,4644.0,TEQUILA 100% DE AGAVE,594.0,REPOSADO,99.0,2008,6
ESTONIA,4924.8,TEQUILA,4206.6,REPOSADO,1254.0,2017,3
MEXICO,66803.12,TEQUILA,4549.89,JOVEN,2106.0,2015,8
SINGAPUR,264.55,TEQUILA 100% DE AGAVE,264.55,JOVEN,264.55,2001,5
POLONIA,33461.4,TEQUILA 100% DE AGAVE,9202.2,REPOSADO,1209.6,2019,5
GRECIA,10598.01,TEQUILA 100% DE AGAVE,7497.21,BLANCO,2904.72,2011,5
CANADA,340337.35,TEQUILA 100% DE AGAVE,304518.0,REPOSADO,128908.55,2022,11
AUSTRIA,5942.25,TEQUILA,5942.25,JOVEN,5144.25,2014,1
RUMANIA,7964.04,TEQUILA,5937.12,REPOSADO,4979.52,2023,12
COLOMBIA,17685.68,TEQUILA 100% DE AGAVE,12015.68,AÑEJO,389.03,2012,4
HONDURAS,11438.99,TEQUILA,11438.99,REPOSADO,1620.0,2004,1
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,58269.94,TEQUILA,53060.3,JOVEN,16250.97,2003,12
CANADA,341381.92,TEQUILA 100% DE AGAVE,323607.27,REPOSADO,126138.42,2022,4
CHILE,51757.5,TEQUILA 100% DE AGAVE,5917.5,AÑEJO,652.5,2015,12
ECUADOR,24750.08,TEQUILA,24750.08,BLANCO,16499.42,2017,8
TAIWAN,36458.7,TEQUILA 100% DE AGAVE,15720.0,BLANCO,4878.0,2021,10
ESTADOS UNIDOS DE AMERICA,8794539.32,TEQUILA,6107114.72,BLANCO,1060260.94,2008,1
CUBA,30970.95,TEQUILA,30970.95,BLANCO,23617.95,2011,5
BAHAMAS,28500.0,TEQUILA,28500.0,REPOSADO,28500.0,2001,8
CHILE,9252.45,TEQUILA 100% DE AGAVE,1865.25,REPOSADO,875.25,2017,2
RUSIA,27344.4,TEQUILA 100% DE AGAVE,27344.4,EXTRA AÑEJO,588.0,2018,8
URUGUAY,6145.2,TEQUILA,5335.2,REPOSADO,5335.2,2019,11
MEXICO,82514.73,TEQUILA 100% DE AGAVE,68539.85,BLANCO,7499.16,2009,3
PORTUGAL,156633.44,TEQUILA 100% DE AGAVE,598.5,BLANCO,199.5,2008,3
SUECIA,3847.07,TEQUILA 100% DE AGAVE,511.43,BLANCO,221.33,2012,10
LETONIA,50416.8,TEQUILA 100% DE AGAVE,50416.8,BLANCO,38031.0,2022,8
BELGICA,163129.88,TEQUILA,163129.88,BLANCO,138303.39,1997,12
PANAMA,31546.88,TEQUILA 100% DE AGAVE,64.13,AÑEJO,64.13,2016,8
PAISES BAJOS,147927.15,TEQUILA 100% DE AGAVE,26286.45,REPOSADO,16219.8,2024,10
BRASIL,223186.5,TEQUILA,196141.5,BLANCO,54396.0,2015,1
ESTONIA,4788.0,TEQUILA 100% DE AGAVE,670.32,BLANCO,335.16,2021,11
COREA DEL SUR,6593.8,TEQUILA 100% DE AGAVE,2202.53,BLANCO,296.33,2015,12
TAIWAN,21182.4,TEQUILA,18878.4,REPOSADO,18878.4,2020,7
HONDURAS,18120.6,TEQUILA,17715.6,REPOSADO,16074.0,2016,1
ALEMANIA,310801.18,TEQUILA 100% DE AGAVE,29744.58,EXTRA AÑEJO,1.5,2020,2
BRASIL,26543.93,TEQUILA 100% DE AGAVE,2330.33,AÑEJO,4.28,2019,2
JAPON,160357.65,TEQUILA 100% DE AGAVE,1427.54,EXTRA AÑEJO,27.6,2015,2
UCRANIA,6728.4,TEQUILA,6728.4,REPOSADO,2976.75,2024,5
SINGAPUR,7923.44,TEQUILA 100% DE AGAVE,228.45,REPOSADO,228.45,2005,2
ITALIA,128965.04,TEQUILA,100466.96,REPOSADO,20827.8,2017,3
RUSIA,112157.16,TEQUILA,90064.94,BLANCO,64256.29,2012,11
MEXICO,65918.06,TEQUILA 100% DE AGAVE,63494.9,BLANCO,9993.81,2014,5
CHINA,238525.7,TEQUILA 100% DE AGAVE,20528.0,REPOSADO,1620.7,2024,8
REPUBLICA CHECA,10252.38,TEQUILA,9484.8,BLANCO,6566.4,2015,7
ALEMANIA,335188.79,TEQUILA 100% DE AGAVE,51674.83,AÑEJO,9186.99,2016,8
ISRAEL,63078.3,TEQUILA 100% DE AGAVE,20476.5,AÑEJO,2210.7,2024,7
PUERTO RICO,49180.5,TEQUILA,35568.0,REPOSADO,18504.0,2018,6
JAPON,156393.3,TEQUILA 100% DE AGAVE,7740.0,BLANCO,3348.0,2014,12
RUSIA,30498.6,TEQUILA 100% DE AGAVE,19497.6,REPOSADO,8058.6,2023,3
COSTA RICA,8923.5,TEQUILA 100% DE AGAVE,7423.5,BLANCO,2100.0,2015,11
TAIWAN,12636.0,TEQUILA,9936.0,REPOSADO,9936.0,2014,11
CUBA,19110.0,TEQUILA,19110.0,BLANCO,19110.0,2022,1
COLOMBIA,43708.05,TEQUILA 100% DE AGAVE,10291.5,BLANCO,2036.25,2015,2
BRASIL,33392.03,TEQUILA,33392.03,BLANCO,18810.0,2000,1
HUNGRIA,5928.0,TEQUILA 100% DE AGAVE,5928.0,BLANCO,4742.4,2019,4
EMIRATOS ARABES UNIDOS,29087.37,TEQUILA,18576.0,BLANCO,10800.0,2021,1
ESTADOS UNIDOS DE AMERICA,25920924.96,TEQUILA 100% DE AGAVE,16986909.78,EXTRA AÑEJO,126857.33,2021,9
IRLANDA,20444.76,TEQUILA,20109.6,BLANCO,10054.8,2020,7
NICARAGUA,11546.4,TEQUILA,9410.4,REPOSADO,8179.2,2016,9
MEXICO,78733.54,TEQUILA,3280.27,BLANCO,487.07,2012,3
BRASIL,61180.2,TEQUILA 100% DE AGAVE,17339.4,AÑEJO,36.0,2022,6
CHILE,81876.37,TEQUILA 100% DE AGAVE,2352.37,BLANCO,1215.0,2023,3
PAISES BAJOS,11825.8,TEQUILA 100% DE AGAVE,9325.8,AÑEJO,684.0,2016,5
TAIWAN,686.85,TEQUILA 100% DE AGAVE,59.85,REPOSADO,34.2,2013,12
PAISES BAJOS,8055.6,TEQUILA 100% DE AGAVE,4464.6,EXTRA AÑEJO,252.0,2017,11
EL SALVADOR,12406.54,TEQUILA,5404.35,REPOSADO,5404.35,2014,5
JAPON,63808.46,TEQUILA,58272.0,JOVEN,18681.6,2011,11
SUIZA,7495.26,TEQUILA,684.0,BLANCO,684.0,2019,5
ALEMANIA,269571.61,TEQUILA 100% DE AGAVE,1127.39,REPOSADO,695.39,1999,11
AUSTRALIA,27575.99,TEQUILA 100% DE AGAVE,900.0,AÑEJO,900.0,2005,1
COREA DEL SUR,36814.17,TEQUILA,36814.17,REPOSADO,26333.96,2002,4
PAISES BAJOS,55864.36,TEQUILA 100% DE AGAVE,4644.36,AÑEJO,2346.12,2019,5
ISLAS VIRGENES NORTEAMERICANAS,6664.5,TEQUILA 100% DE AGAVE,2632.5,BLANCO,2025.0,2024,4
JAPON,35653.24,TEQUILA,35135.98,REPOSADO,4536.0,2000,2
NUEVA ZELANDIA,68000.51,TEQUILA,58520.27,BLANCO,30149.78,2023,11
NIGERIA,24367.5,TEQUILA,24367.5,JOVEN,2137.5,2020,12
AUSTRALIA,84677.22,TEQUILA 100% DE AGAVE,9855.9,REPOSADO,3846.6,2012,4
HUNGRIA,5877.84,TEQUILA 100% DE AGAVE,5877.84,REPOSADO,1185.6,2015,10
COLOMBIA,369195.01,TEQUILA,130150.81,BLANCO,5145.0,2023,5
RUSIA,147960.72,TEQUILA,133946.52,JOVEN,39953.61,2011,3
TRINIDAD Y TOBAGO,15494.4,TEQUILA,14774.4,REPOSADO,12722.4,2010,8
ESTADOS UNIDOS DE AMERICA,13723120.02,TEQUILA 100% DE AGAVE,7822410.44,EXTRA AÑEJO,50535.88,2019,1
AUSTRIA,9159.0,TEQUILA 100% DE AGAVE,465.0,REPOSADO,294.0,1998,11
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,246036.29,TEQUILA 100% DE AGAVE,145226.95,AÑEJO,27044.85,2024,2
PANAMA,9770.19,TEQUILA 100% DE AGAVE,320.18,AÑEJO,106.44,1998,10
TURQUIA,31139.34,TEQUILA,5306.7,JOVEN,1931.16,2023,10
PAISES BAJOS,46463.1,TEQUILA 100% DE AGAVE,3095.1,REPOSADO,2389.73,2007,6
SUECIA,2306.22,TEQUILA 100% DE AGAVE,1508.22,BLANCO,159.6,2018,5
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,118204.98,TEQUILA 100% DE AGAVE,41988.0,EXTRA AÑEJO,420.0,2014,6
RUSIA,89733.0,TEQUILA,86040.75,BLANCO,39949.5,2007,1
NUEVA ZELANDIA,9385.66,TEQUILA,1692.04,REPOSADO,1244.88,2014,12
MEXICO,137057.84,TEQUILA 100% DE AGAVE,135692.11,REPOSADO,56139.73,2024,11
ARGENTINA,5360.04,TEQUILA 100% DE AGAVE,383.04,REPOSADO,383.04,2016,10
PERU,48045.82,TEQUILA,38372.4,BLANCO,18399.6,2023,6
GUYANA,54.0,TEQUILA 100% DE AGAVE,54.0,BLANCO,36.0,2009,8
FILIPINAS,34742.48,TEQUILA 100% DE AGAVE,1311.0,BLANCO,588.0,2023,12
CHILE,37917.0,TEQUILA 100% DE AGAVE,1426.5,AÑEJO,378.0,2017,3
NORUEGA,8778.0,TEQUILA,8778.0,REPOSADO,3191.99,2001,11
SINGAPUR,74343.6,TEQUILA 100% DE AGAVE,48420.0,AÑEJO,16501.5,2013,2
ISRAEL,9348.0,TEQUILA,9348.0,REPOSADO,8151.0,2018,1
GRECIA,28836.57,TEQUILA,12640.32,BLANCO,12640.32,2018,5
COLOMBIA,12637.8,TEQUILA,9487.8,REPOSADO,3915.0,2007,6
SUDAFRICA,58166.1,TEQUILA,58166.1,REPOSADO,40751.1,2007,11
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,168214.28,TEQUILA 100% DE AGAVE,2162.59,AÑEJO,39.9,2001,12
GUATEMALA,26293.49,TEQUILA,23797.49,JOVEN,20562.0,2003,8
CHINA,75447.5,TEQUILA,46569.0,REPOSADO,7644.0,2023,7
ALEMANIA,280407.39,TEQUILA,280398.84,BLANCO,280398.84,2000,1
COLOMBIA,17096.4,TEQUILA 100% DE AGAVE,4365.45,BLANCO,119.7,2010,3
PARAGUAY,840.0,TEQUILA 100% DE AGAVE,840.0,BLANCO,252.0,2025,1
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,108854.25,TEQUILA,108455.26,REPOSADO,69745.17,2002,2
PUERTO RICO,11232.0,TEQUILA,11232.0,REPOSADO,6048.0,2010,12
PANAMA,41205.42,TEQUILA 100% DE AGAVE,25790.22,BLANCO,3745.13,2020,10
BAHAMAS,12679.2,TEQUILA,12679.2,REPOSADO,12679.2,2025,1
CANADA,86590.26,TEQUILA,78042.33,BLANCO,1485.0,2009,10
GUATEMALA,24432.29,TEQUILA 100% DE AGAVE,951.31,AÑEJO,289.81,2004,8
GUAM EUA,10656.0,TEQUILA,9036.0,REPOSADO,8172.0,2019,3
JAPON,220070.4,TEQUILA,132111.0,REPOSADO,109071.0,2024,3
ESPAÑA,433905.37,TEQUILA,421874.91,BLANCO,212866.57,2014,5
PANAMA,146526.53,TEQUILA 100% DE AGAVE,18211.73,BLANCO,4266.0,2011,6
AUSTRALIA,253452.55,TEQUILA 100% DE AGAVE,231515.46,BLANCO,170414.19,2024,7
ESPAÑA,19083.97,TEQUILA 100% DE AGAVE,2812.21,BLANCO,874.45,1998,5
SEYCHELLES,11003.85,TEQUILA,8438.85,JOVEN,3078.0,2013,12
ISRAEL,9120.0,TEQUILA,9120.0,AÑEJO,3990.0,2008,4
SERBIA,10717.14,TEQUILA,10717.14,BLANCO,1141.14,2014,10
EL SALVADOR,136570.89,TEQUILA,135490.2,JOVEN,64881.99,2004,8
HONDURAS,14120.47,TEQUILA 100% DE AGAVE,4113.67,REPOSADO,1952.77,2024,7
FILIPINAS,47851.15,TEQUILA,44049.6,REPOSADO,34473.6,2024,8
NICARAGUA,32398.43,TEQUILA 100% DE AGAVE,5910.0,BLANCO,1935.0,2018,5
REPUBLICA CHECA,4194.0,TEQUILA 100% DE AGAVE,4194.0,BLANCO,2490.0,2016,12
GRECIA,13590.15,TEQUILA,4213.44,BLANCO,4213.44,2015,9
COLOMBIA,8487.01,TEQUILA,8487.01,BLANCO,8145.01,1998,3
CHINA,5179.6,TEQUILA,5056.0,BLANCO,5053.0,2009,1
IRLANDA,10260.0,TEQUILA,10260.0,REPOSADO,10260.0,2019,7
PAISES BAJOS,145566.44,TEQUILA,144829.94,AÑEJO,378.0,2006,5
ESTADOS UNIDOS DE AMERICA,10328060.91,TEQUILA 100% DE AGAVE,3536580.89,REPOSADO,1391658.14,2010,3
BOLIVIA,900.0,TEQUILA 100% DE AGAVE,900.0,REPOSADO,900.0,2019,7
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,113453.1,TEQUILA 100% DE AGAVE,18194.7,REPOSADO,8892.24,2011,9
LETONIA,60845.52,TEQUILA 100% DE AGAVE,8356.5,BLANCO,5404.5,2014,8
QATAR,14964.72,TEQUILA 100% DE AGAVE,1260.0,REPOSADO,504.0,2019,4
GRECIA,236896.22,TEQUILA,230685.68,JOVEN,26429.74,2006,8
CHILE,106629.75,TEQUILA,97604.55,BLANCO,79144.2,2015,5
HONDURAS,8.58,TEQUILA,8.58,BLANCO,2.86,1997,2
LETONIA,32500.62,TEQUILA,15553.02,BLANCO,12839.82,2015,2
AUSTRALIA,81463.8,TEQUILA 100% DE AGAVE,20879.7,AÑEJO,1790.03,2013,1
AUSTRALIA,184668.02,TEQUILA 100% DE AGAVE,172378.82,AÑEJO,7492.53,2020,3
TURQUIA,9598.8,TEQUILA 100% DE AGAVE,79.8,REPOSADO,39.9,2008,12
SERBIA,10725.12,TEQUILA,10725.12,REPOSADO,7660.8,2020,3
QATAR,5417.98,TEQUILA 100% DE AGAVE,18.0,AÑEJO,18.0,2005,11
LETONIA,50016.86,TEQUILA,27137.99,BLANCO,12612.0,2006,12
MEXICO,114935.57,TEQUILA,10101.78,BLANCO,3631.38,2017,10
GUATEMALA,1235.07,TEQUILA 100% DE AGAVE,1235.07,EXTRA AÑEJO,63.75,2020,11
PARAGUAY,8001.0,TEQUILA 100% DE AGAVE,613.8,REPOSADO,613.8,2019,8
ESPAÑA,414032.11,TEQUILA,337619.6,JOVEN,892.5,2021,10
GRECIA,115539.57,TEQUILA,109426.89,REPOSADO,61669.44,2008,5
HONDURAS,8356.87,TEQUILA,6584.99,AÑEJO,420.0,2005,4
BIELORRUSIA,8548.86,TEQUILA 100% DE AGAVE,454.86,REPOSADO,383.04,2012,2
PANAMA,90237.58,TEQUILA 100% DE AGAVE,39121.18,REPOSADO,8883.0,2019,11
COREA DEL SUR,34225.77,TEQUILA 100% DE AGAVE,10086.0,REPOSADO,1086.0,2008,4
VIETNAM,2.95,TEQUILA 100% DE AGAVE,2.95,AÑEJO,1.45,2023,1
ISRAEL,52446.72,TEQUILA 100% DE AGAVE,43340.4,BLANCO,21349.8,2022,12
ESPAÑA,69057.67,TEQUILA 100% DE AGAVE,2334.15,AÑEJO,738.14,2001,5
CHINA,14112.0,TEQUILA,14107.5,REPOSADO,9405.0,2009,3
CHINA,40689.6,TEQUILA,29772.0,BLANCO,22128.0,2024,2
COSTA RICA,27355.88,TEQUILA 100% DE AGAVE,13746.38,BLANCO,4382.1,2016,12
MEXICO,459896.84,TEQUILA,410150.05,REPOSADO,16154.55,2005,10
GEORGIA,7975.8,TEQUILA,7975.8,BLANCO,1367.1,2020,7
SUECIA,1264.83,TEQUILA 100% DE AGAVE,1264.83,BLANCO,438.9,2020,12
PAISES BAJOS,112946.3,TEQUILA 100% DE AGAVE,12942.47,EXTRA AÑEJO,1794.77,2021,6
GUATEMALA,11240.25,TEQUILA 100% DE AGAVE,1968.75,REPOSADO,1968.75,2012,6
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,67279.8,TEQUILA,67279.8,BLANCO,57399.36,1998,11
ESTADOS UNIDOS DE AMERICA,12280915.22,TEQUILA 100% DE AGAVE,5453198.64,JOVEN,77497.5,2014,8
ECUADOR,18502.5,TEQUILA 100% DE AGAVE,877.5,AÑEJO,450.0,2009,12
AUSTRIA,2177.71,TEQUILA 100% DE AGAVE,2177.71,REPOSADO,193.2,2000,8
HONG KONG,18936.73,TEQUILA,15298.2,JOVEN,1728.0,2008,1
DINAMARCA,7038.36,TEQUILA,7038.36,JOVEN,4021.92,2008,7
LIBANO,7715.82,TEQUILA 100% DE AGAVE,821.1,BLANCO,142.8,2021,4
ITALIA,30492.77,TEQUILA,30492.77,JOVEN,4011.52,1997,12
MEXICO,40615.8,TEQUILA,15871.43,REPOSADO,11697.55,1999,5
GRECIA,14568.33,TEQUILA 100% DE AGAVE,10737.93,AÑEJO,191.52,2016,1
ESTADOS UNIDOS DE AMERICA,28151456.6,TEQUILA,7827366.73,JOVEN,3106763.29,2022,11
ALEMANIA,373717.71,TEQUILA 100% DE AGAVE,21524.79,BLANCO,7927.32,2016,3
SERBIA,27027.1,TEQUILA 100% DE AGAVE,6208.43,AÑEJO,225.0,2024,12
FINLANDIA,10996.44,TEQUILA,10996.44,JOVEN,119.69,2001,11
REPUBLICA CHECA,2577.6,TEQUILA 100% DE AGAVE,2577.6,REPOSADO,2128.2,2023,6
URUGUAY,14711.94,TEQUILA 100% DE AGAVE,597.69,REPOSADO,597.69,2011,7
FILIPINAS,28716.72,TEQUILA 100% DE AGAVE,21024.0,AÑEJO,5544.0,2022,6
PAISES BAJOS,289611.84,TEQUILA 100% DE AGAVE,85886.44,JOVEN,2110.5,2022,8
LIBANO,6941.44,TEQUILA 100% DE AGAVE,1961.92,EXTRA AÑEJO,149.62,2024,4
SUECIA,6999.6,TEQUILA 100% DE AGAVE,6999.6,REPOSADO,1516.2,2015,4
COLOMBIA,74639.08,TEQUILA,56419.91,REPOSADO,45388.35,2016,4
JAPON,72179.0,TEQUILA,72007.5,REPOSADO,27000.0,1999,3
POLINESIA FRANCESA,530.41,TEQUILA 100% DE AGAVE,530.41,BLANCO,254.44,1997,12
COLOMBIA,51634.63,TEQUILA 100% DE AGAVE,10989.0,AÑEJO,504.0,2012,9
BIELORRUSIA,6647.34,TEQUILA,6503.7,BLANCO,4029.9,2013,5
TAIWAN,7952.4,TEQUILA,7916.4,AÑEJO,1436.4,2008,4
SUDAFRICA,99758.25,TEQUILA,80586.0,JOVEN,3192.75,2016,3
ISRAEL,8782.5,TEQUILA,7995.0,JOVEN,300.0,2015,11
PAISES BAJOS,287858.77,TEQUILA,287858.77,BLANCO,223645.02,1997,3
IRLANDA,7040.83,TEQUILA,6463.8,REPOSADO,5027.4,2023,7
MEXICO,728651.58,TEQUILA 100% DE AGAVE,49028.9,REPOSADO,32277.26,2006,10
ALEMANIA,411632.66,TEQUILA,370001.57,REPOSADO,62669.68,2024,12
PERU,3565.35,TEQUILA,3565.35,BLANCO,3565.35,2016,8
FINLANDIA,4.2,TEQUILA 100% DE AGAVE,4.2,EXTRA AÑEJO,4.2,2012,6
GRECIA,18868.2,TEQUILA 100% DE AGAVE,3546.6,REPOSADO,1440.0,2014,8
CHILE,45963.0,TEQUILA,45918.0,BLANCO,25200.0,2008,9
RUSIA,74983.65,TEQUILA 100% DE AGAVE,9182.85,BLANCO,7021.43,2009,8
SUDAFRICA,93968.1,TEQUILA 100% DE AGAVE,4.5,EXTRA AÑEJO,4.5,2010,9
EMIRATOS ARABES UNIDOS,39972.52,TEQUILA 100% DE AGAVE,8580.52,EXTRA AÑEJO,112.5,2021,10
COREA DEL SUR,49129.86,TEQUILA,42225.36,AÑEJO,8778.0,2012,9
LETONIA,34900.5,TEQUILA,26366.16,REPOSADO,5362.56,2014,2
HUNGRIA,21872.04,TEQUILA,15944.04,REPOSADO,1436.4,2016,7
CUBA,10869.9,TEQUILA,10431.0,BLANCO,10431.0,2017,2
CROACIA,6894.72,TEQUILA,6894.72,REPOSADO,1149.12,2020,1
FRANCIA,295965.72,TEQUILA 100% DE AGAVE,28809.06,BLANCO,9841.44,2021,6
FRANCIA,136616.6,TEQUILA,135818.61,BLANCO,110655.57,1997,8
SINGAPUR,48957.0,TEQUILA 100% DE AGAVE,42031.5,REPOSADO,2722.8,2017,11
JAPON,88915.74,TEQUILA 100% DE AGAVE,7780.05,REPOSADO,363.61,1997,12
MEXICO,401089.49,TEQUILA,372825.92,BLANCO,362346.15,2005,11
PANAMA,122235.0,TEQUILA 100% DE AGAVE,116503.8,AÑEJO,17322.39,2024,1
RUSIA,9.8,TEQUILA 100% DE AGAVE,9.8,AÑEJO,2.45,2011,5
COLOMBIA,30070.05,TEQUILA,28844.1,JOVEN,3600.0,2010,6
PUERTO RICO,44031.0,TEQUILA 100% DE AGAVE,16671.0,EXTRA AÑEJO,151.5,2021,6
AUSTRALIA,198195.19,TEQUILA 100% DE AGAVE,140070.31,JOVEN,441.0,2024,9
SUECIA,11612.48,TEQUILA,8634.36,REPOSADO,4061.82,2008,5
FRANCIA,213030.11,TEQUILA,209484.11,BLANCO,170952.17,2009,10
INDIA,8765.4,TEQUILA 100% DE AGAVE,2237.4,REPOSADO,1179.3,2009,12
JAMAICA,5040.0,TEQUILA,5040.0,REPOSADO,5040.0,2007,9
BOSNIA,21067.2,TEQUILA,21067.2,REPOSADO,10342.08,2011,10
LITUANIA,14699.16,TEQUILA 100% DE AGAVE,335.16,BLANCO,335.16,2017,2
MEXICO,60765.32,TEQUILA 100% DE AGAVE,48175.68,EXTRA AÑEJO,79.25,2007,7
FILIPINAS,9832.5,TEQUILA,9405.0,JOVEN,7979.99,1998,12
PANAMA,68145.15,TEQUILA 100% DE AGAVE,52474.35,AÑEJO,15615.97,2021,8
EL SALVADOR,37465.57,TEQUILA,14073.6,BLANCO,410.4,2019,9
FRANCIA,236341.04,TEQUILA,235284.44,JOVEN,65497.01,2008,8
ESTADOS UNIDOS DE AMERICA,11457665.2,TEQUILA,6870614.06,REPOSADO,42394.25,2012,6
ITALIA,57107.99,TEQUILA,47783.99,BLANCO,31624.49,2010,7
ESPAÑA,334765.25,TEQUILA 100% DE AGAVE,7344.66,AÑEJO,997.5,2011,12
ESPAÑA,130722.8,TEQUILA,129210.59,JOVEN,31571.51,2007,11
SINGAPUR,118731.62,TEQUILA,116275.92,BLANCO,2941.8,2006,10
CHINA,77397.04,TEQUILA,33039.34,JOVEN,4275.0,2021,10
AUSTRIA,4883.6,TEQUILA 100% DE AGAVE,4883.6,REPOSADO,3110.0,2023,10
CHINA,106874.27,TEQUILA,106586.94,REPOSADO,78109.0,2011,10
ALEMANIA,651640.48,TEQUILA,534006.43,JOVEN,2394.0,2023,5
CHILE,109608.75,TEQUILA 100% DE AGAVE,23028.75,AÑEJO,990.0,2011,5
ESTADOS UNIDOS DE AMERICA,8417709.65,TEQUILA 100% DE AGAVE,3258210.29,EXTRA AÑEJO,2665.88,2007,11
CHINA,9076.54,TEQUILA,9067.28,BLANCO,4661.89,2007,5
FRANCIA,114361.25,TEQUILA,114361.25,BLANCO,107897.46,1999,10
FILIPINAS,480446.1,TEQUILA,480232.35,BLANCO,163959.26,2004,9
ESPAÑA,293927.87,TEQUILA,279142.67,BLANCO,189106.53,2014,4
AUSTRIA,9364.48,TEQUILA,9359.98,BLANCO,180.0,2003,8
BOLIVIA,900.0,TEQUILA 100% DE AGAVE,900.0,BLANCO,540.0,2014,8
SUIZA,2470.5,TEQUILA,2470.5,JOVEN,2470.5,1997,9
FRANCIA,812004.5,TEQUILA 100% DE AGAVE,97160.86,BLANCO,74699.63,2023,3
ESPAÑA,85389.8,TEQUILA,75585.5,JOVEN,4267.7,1999,10
COSTA RICA,11758.49,TEQUILA,11627.99,JOVEN,3420.0,2000,10
SEYCHELLES,11003.85,TEQUILA,8703.9,JOVEN,3078.0,2014,4
CHILE,41512.44,TEQUILA,40229.94,BLANCO,9269.99,2005,7
SUECIA,15244.95,TEQUILA 100% DE AGAVE,5745.6,BLANCO,4468.8,2024,5
TAILANDIA,10581.48,TEQUILA,9240.84,REPOSADO,5027.4,2019,4
MALASIA,8683.2,TEQUILA,8683.2,BLANCO,2620.8,2024,6
SUECIA,6396.0,TEQUILA 100% DE AGAVE,6396.0,AÑEJO,63.84,2017,7
COSTA RICA,23099.78,TEQUILA 100% DE AGAVE,11793.98,AÑEJO,912.6,2016,4
MEXICO,91268.19,TEQUILA 100% DE AGAVE,89309.93,AÑEJO,25807.26,2022,1
PARAGUAY,47118.37,TEQUILA,46785.6,REPOSADO,38988.0,2013,2
CANADA,101166.75,TEQUILA,75451.71,AÑEJO,432.0,2010,7
ISRAEL,8610.0,TEQUILA,8565.0,JOVEN,300.0,2014,6
GRECIA,114101.92,TEQUILA 100% DE AGAVE,4675.12,BLANCO,4389.0,2025,1
